expense_id,employee_name,employee_email,department,category,vendor,amount,currency,date,card_last4,approver_name,region
40cc019b-1bf6-41e5-a8d2-aed443878a04,Cassandra Gaines,cassandra.gaines@example.com,Operations,Travel,Jones-Soto,2998.76,USD,2025-09-19,5119,Shannon Jones,North America
fa3e47d9-c18b-4d8a-9063-de3c61cf4625,Monica Herrera,monica.herrera@example.com,Engineering,Client Entertainment,"Jimenez, Glass and Stone",521.77,USD,2025-08-29,6514,Timothy Duncan,North America
0439ec95-574d-429e-bde1-bc5a8aaf68db,Lisa Jackson,lisa.jackson@example.com,Sales,Lodging,"Suarez, Shields and Hill",204.0,USD,2025-11-19,7227,Timothy Duncan,Asia Pacific
4f062318-5390-47c5-98e9-4935a9c95684,Zachary Hicks,zachary.hicks@example.com,Engineering,Client Entertainment,Webster Inc,263.7,USD,2025-10-18,9179,Richard Aguirre,Latin America
b5c32f96-5bba-43e7-b6ec-ed7ab91abd95,Anthony Rodriguez,anthony.rodriguez@example.com,Finance,Meals,Hernandez Ltd,163.26,USD,2025-09-17,3340,Brent Jordan,Asia Pacific
aaea87d6-d394-48af-9f47-1a017928f803,Ryan Munoz,ryan.munoz@example.com,Marketing,Meals,"Wood, Ramos and Sampson",154.57,USD,2025-01-20,5552,Danny Morgan,Europe
8c50899f-93a6-43b5-b613-15566a98c7fd,Shane Henderson,shane.henderson@example.com,Marketing,Travel,Morrison Ltd,1135.57,USD,2025-01-27,4923,Michael Lewis,North America
61b98960-6e75-452a-8f0c-d03e1cfa61a7,Lisa Hensley,lisa.hensley@example.com,Marketing,Lodging,Hernandez Inc,372.47,USD,2025-07-11,6635,Timothy Duncan,Asia Pacific
c03c541a-bec2-4554-a31b-7485921c6a8b,Michele Williams,michele.williams@example.com,Sales,Travel,"Evans, Stewart and Walton",1779.62,USD,2025-07-30,8527,Jessica Holmes,North America
41705292-af17-4ae5-97a0-db68e7ab05e5,Jeffrey Chavez,jeffrey.chavez@example.com,Engineering,Lodging,Schroeder-Kramer,418.6,USD,2025-01-28,7916,Timothy Duncan,North America
976b37b1-03da-4c41-8efe-25689710e8f3,Fred Smith,fred.smith@example.com,Sales,Lodging,"Hernandez, Martinez and Weber",494.34,USD,2025-05-06,5315,Michael Lewis,Europe
9a46eaca-5c20-4642-82f0-a8aaa7a76d39,Zachary Hicks,zachary.hicks@example.com,Engineering,Office Supplies,"Winters, Newman and Brown",89.22,USD,2025-10-21,9179,Brent Jordan,Latin America
2fdd062c-1cb5-42a3-8c50-6c18db7f72e9,Jamie Arnold,jamie.arnold@example.com,Sales,Travel,Bruce-Gonzalez,2017.07,USD,2025-01-11,7224,Crystal Robinson,North America
2f8ca45e-b4ba-4127-a40a-ae2782fe8971,Lisa Jackson,lisa.jackson@example.com,Sales,Travel,Guerrero Inc,1274.59,USD,2025-05-07,7227,Crystal Robinson,Asia Pacific
c18bc6f3-bb73-491a-99ab-528a7a151b5f,Gabrielle Davis,gabrielle.davis@example.com,Sales,Client Entertainment,Moore-Collins,332.54,USD,2025-03-05,3615,Crystal Robinson,Latin America
424eacc2-5692-41d6-846a-f5c2b54c97b8,Joshua Blair,joshua.blair@example.com,Engineering,Client Entertainment,Ramirez Group,497.59,USD,2025-02-09,2290,Mark Perez,North America
7df2e3d3-a32f-4ed2-97a1-8c8c72ab454f,Angelica Tucker,angelica.tucker@example.com,Marketing,Meals,Ruiz Ltd,120.78,USD,2025-04-01,3646,Timothy Duncan,North America
f431b0f3-a8de-4509-8fd6-f93b284eea4e,Nathan Maldonado,nathan.maldonado@example.com,Operations,Lodging,Miller-Wright,265.74,USD,2025-04-19,9085,Crystal Robinson,North America
b2893175-c0af-4ed8-9a38-4880e97a09f4,Lisa Hensley,lisa.hensley@example.com,Marketing,Software,"Williams, Logan and Camacho",734.64,USD,2025-11-15,6635,Crystal Robinson,Asia Pacific
09d8f0fc-db96-456f-a879-b6d56dae6b7e,Gabrielle Davis,gabrielle.davis@example.com,Sales,Lodging,Gray Group,472.92,USD,2025-08-10,3615,John Daniel,Latin America
8fe1f5f4-eb7f-4005-8873-9bdffb58ba5e,Anthony Humphrey,anthony.humphrey@example.com,Operations,Client Entertainment,"Bryan, Smith and Booth",335.01,USD,2025-05-03,4258,Richard Aguirre,Europe
ea291d84-5c6b-4e93-a050-9c0310625967,Anthony Rodriguez,anthony.rodriguez@example.com,Finance,Software,Bright-Francis,1357.45,USD,2025-10-16,3340,Brent Jordan,Asia Pacific
cd0e2fd1-eec5-47c7-9287-a80aba91ad86,Carla Gray,carla.gray@example.com,Finance,Lodging,Boone LLC,373.36,USD,2025-06-02,6977,Crystal Robinson,Europe
0abbb5fa-2e66-4e46-a02c-0de310848099,Debra Davidson,debra.davidson@example.com,Sales,Travel,Mitchell and Sons,482.19,USD,2025-03-13,2796,Mark Perez,Europe
bd3db39e-77b0-472e-9fdd-7c3b03bbbe47,John Pierce,john.pierce@example.com,Sales,Travel,Richards-Carson,2908.36,USD,2025-08-22,2832,Shannon Jones,Asia Pacific
6e179fc4-9c84-4863-ab98-1fcff7c2b684,Jeffrey Chavez,jeffrey.chavez@example.com,Engineering,Client Entertainment,Stafford Inc,287.97,USD,2025-10-21,7916,Richard Aguirre,North America
82f6dc50-a6ec-4e1e-86ba-b1b8260890b8,Joshua Blair,joshua.blair@example.com,Engineering,Travel,"Harrison, Johnson and Roberts",690.32,USD,2025-08-02,2290,Crystal Robinson,North America
c249ae38-9585-49cc-87b1-010927461dd1,Michele Williams,michele.williams@example.com,Sales,Client Entertainment,"Hill, Martinez and Rhodes",392.01,USD,2025-01-24,8527,John Daniel,North America
8483c21d-0f0d-4137-9300-3af1ae1b2af7,Lisa Hensley,lisa.hensley@example.com,Marketing,Meals,"Reyes, Chase and Jenkins",160.5,USD,2025-12-07,6635,Michael Lewis,Asia Pacific
641efcf7-7d57-4119-b476-c9e9c3444094,Connie Lawrence,connie.lawrence@example.com,Engineering,Software,Gibbs-Bradley,350.73,USD,2025-10-04,9279,Crystal Robinson,North America
c2b529d5-0d81-4d81-bfca-7282efa770a7,Angelica Tucker,angelica.tucker@example.com,Marketing,Travel,"Jacobson, Singleton and King",1952.26,USD,2025-04-25,3646,Michael Lewis,North America
6b13d3b2-132b-4e5d-8d18-7bf32f409dd8,Daniel Wagner,daniel.wagner@example.com,Operations,Lodging,Smith PLC,83.97,USD,2025-03-08,7912,Danny Morgan,North America
95cde4ca-fed4-4c24-9e79-d72a9ae61ff5,Eric Carney,eric.carney@example.com,Finance,Meals,Monroe-Carpenter,127.31,USD,2025-05-17,2133,Mark Perez,Europe
432f1fcb-8a8f-44f1-b221-fb4a109df447,Lisa Jackson,lisa.jackson@example.com,Sales,Travel,"Washington, Hardy and Bray",771.28,USD,2025-10-02,7227,Shannon Jones,Asia Pacific
70d41e32-104b-45fa-9ae8-2f598f45037b,Patty Perez,patty.perez@example.com,Marketing,Travel,"Lewis, Kennedy and Santana",2473.43,USD,2025-10-19,2169,Mark Perez,Europe
f3200bfc-2886-48ea-a9a7-6c65e1a779af,Justin Baker,justin.baker@example.com,Marketing,Software,Green-Wright,1108.09,USD,2025-06-11,7572,Jessica Holmes,Asia Pacific
effcdd8a-ce93-4cfd-a225-50b10ada97f7,John Pierce,john.pierce@example.com,Sales,Lodging,Bell-Lane,485.05,USD,2025-08-23,2832,Crystal Robinson,Asia Pacific
ff72ac18-98e1-4c57-a149-5b5a29e9bf9b,Angelica Tucker,angelica.tucker@example.com,Marketing,Software,Cortez LLC,1131.1,USD,2025-03-16,3646,Timothy Duncan,North America
761d0488-40f0-46f3-a651-04b1c22ad2f4,Brian Ramirez,brian.ramirez@example.com,Operations,Meals,"Woods, Calhoun and Schmidt",50.19,USD,2025-06-24,6925,Crystal Robinson,Europe
8e0c48a6-7718-4343-8716-528d947d39b7,Abigail Shaffer,abigail.shaffer@example.com,Operations,Office Supplies,"Garcia, Martin and Jenkins",38.92,USD,2025-12-20,4257,Richard Aguirre,Latin America
88347bbf-0a53-4b8c-8de2-511faa7c2596,Ethan Adams,ethan.adams@example.com,Operations,Office Supplies,Cox LLC,22.28,USD,2025-12-04,5010,Michael Lewis,Europe
44e19ecc-bc00-459e-8745-a0b92983304d,James Ferrell,james.ferrell@example.com,Operations,Lodging,"Schmidt, Hansen and Stewart",180.48,USD,2025-06-20,8019,Danny Morgan,Latin America
73de856d-8774-4f19-93c9-4a81bbd098bd,Jeffrey Chavez,jeffrey.chavez@example.com,Engineering,Office Supplies,"Mcmillan, Fischer and Gonzalez",23.6,USD,2025-05-14,7916,Timothy Duncan,North America
51455538-0ff9-4a1e-a951-e4ce53fe79aa,Stephanie Ross,stephanie.ross@example.com,Sales,Lodging,"Williams, Johnson and Wright",235.64,USD,2025-07-16,4456,Michael Lewis,Asia Pacific
d1f516a9-7571-47c0-8acd-256e8f21589c,Holly Wood,holly.wood@example.com,Sales,Lodging,Hughes Inc,168.54,USD,2025-08-11,1750,Timothy Duncan,Europe
9cdfe0a6-e04b-42a3-ae11-16cb12b29167,Nathan Maldonado,nathan.maldonado@example.com,Operations,Office Supplies,Brown Group,53.19,USD,2025-12-13,9085,Brent Jordan,North America
fab0426b-bf74-45e6-bf72-1795dfecbe5e,Abigail Shaffer,abigail.shaffer@example.com,Operations,Travel,Campbell-Clark,1659.14,USD,2025-07-16,4257,Shannon Jones,Latin America
5ca5e4ec-bd18-4554-8714-2cf5426f0350,Gabrielle Davis,gabrielle.davis@example.com,Sales,Lodging,"Valdez, Lucas and Brown",279.62,USD,2025-08-02,3615,Crystal Robinson,Latin America
168addb4-c13c-4974-98f8-660c4acb458b,Shane Henderson,shane.henderson@example.com,Marketing,Client Entertainment,Miller-Brandt,468.02,USD,2025-08-04,4923,Jessica Holmes,North America
d48091b7-b8c1-4d3b-9668-aa263be72274,Brian Ramirez,brian.ramirez@example.com,Operations,Meals,"Nelson, Hoffman and Nelson",129.66,USD,2025-04-09,6925,Michael Lewis,Europe
b899e7f0-aa4d-477e-b3fc-9b058df28f89,Shane Henderson,shane.henderson@example.com,Marketing,Office Supplies,Ford-Spencer,269.44,USD,2025-05-31,4923,Michael Lewis,North America
29e77184-4c6c-4710-86b7-edc237fc1a24,Nathan Maldonado,nathan.maldonado@example.com,Operations,Software,"Hicks, Bullock and Bailey",181.97,USD,2025-07-24,9085,Brent Jordan,North America
0c28c8fd-1f97-434c-8284-1a6a8c097f84,Lisa Hensley,lisa.hensley@example.com,Marketing,Travel,Morrison-Short,1379.01,USD,2025-06-12,6635,Crystal Robinson,Asia Pacific
8e4ff9e8-04e7-4aff-88cd-020bb5f001ef,Debra Davidson,debra.davidson@example.com,Sales,Software,Reed Group,83.43,USD,2025-11-12,2796,Timothy Duncan,Europe
3d8cd65f-6b91-411f-8907-e42d51f0b990,Sherry Decker,sherry.decker@example.com,Operations,Lodging,"Edwards, Baker and Anderson",284.4,USD,2025-03-15,2743,Shannon Jones,Asia Pacific
316664a2-4205-46ba-8147-ec4a4467f73d,Carla Gray,carla.gray@example.com,Finance,Software,Smith LLC,751.31,USD,2025-12-09,6977,Richard Aguirre,Europe
47391d8f-5691-45c0-883b-8241cfa71d9d,Gina Moore,gina.moore@example.com,Engineering,Client Entertainment,Walker-Jones,636.98,USD,2025-05-15,8359,Brent Jordan,Asia Pacific
b5ce08a3-015c-4626-b362-b85e8a28774b,Philip Cannon,philip.cannon@example.com,Operations,Software,Salazar-Ball,507.26,USD,2025-05-11,6310,Michael Lewis,Latin America
43b4141d-346e-41b3-9dda-1865fef694a4,Tricia Valencia,tricia.valencia@example.com,Marketing,Lodging,Lyons-Bender,449.32,USD,2025-12-02,4593,Danny Morgan,Europe
00995289-1b33-4ab8-b608-8adca4ff86d6,Anthony Rodriguez,anthony.rodriguez@example.com,Finance,Client Entertainment,Moore Group,93.3,USD,2025-06-29,3340,Shannon Jones,Asia Pacific
a3922e0b-2355-4987-bdfb-68ee4b3acd35,Tommy Walter,tommy.walter@example.com,Finance,Office Supplies,"Lamb, Martin and Kim",243.06,USD,2025-08-03,7216,Crystal Robinson,Asia Pacific
28e0c559-4765-413f-a8c4-8135cf6ac097,Allison Hill,allison.hill@example.com,Sales,Travel,"Hensley, Powell and David",2786.46,USD,2025-11-26,1409,Mark Perez,Asia Pacific
7e3706d8-6555-4928-b051-68912b4226df,Eric Carney,eric.carney@example.com,Finance,Software,Small-Anderson,107.77,USD,2025-04-17,2133,Richard Aguirre,Europe
7a3a21b0-4a6a-44a0-887a-ebf4f8dfb22d,Cristian Santos,cristian.santos@example.com,Sales,Office Supplies,Chambers-Parker,297.3,USD,2025-07-06,2535,John Daniel,Europe
2fefbbcb-a06b-4c83-af60-3d6b54ac26e0,Cristian Santos,cristian.santos@example.com,Sales,Client Entertainment,Freeman-Chang,522.08,USD,2025-01-21,2535,Crystal Robinson,Europe
98f7156a-636c-4a09-a3c1-7d324fb0e3ac,Ryan Munoz,ryan.munoz@example.com,Marketing,Office Supplies,"Kelley, Nguyen and Vang",29.8,USD,2025-06-21,5552,Shannon Jones,Europe
14f41a79-36b9-448d-9e2d-fc1d6c55c70b,Tommy Walter,tommy.walter@example.com,Finance,Travel,Williams-Hughes,1261.69,USD,2025-08-10,7216,Brent Jordan,Asia Pacific
59a1ef85-ec51-474e-9d05-d411c25a91da,Connie Lawrence,connie.lawrence@example.com,Engineering,Office Supplies,Love-Garcia,119.99,USD,2025-08-03,9279,Richard Aguirre,North America
e89b4d0b-ead4-43bd-a28a-56096762d116,Gabrielle Davis,gabrielle.davis@example.com,Sales,Software,"Hartman, Romero and Smith",1468.64,USD,2025-10-24,3615,Timothy Duncan,Latin America
07586daa-9551-425c-8801-9864f41b048c,Angelica Tucker,angelica.tucker@example.com,Marketing,Software,Davis PLC,1847.0,USD,2025-05-17,3646,Jessica Holmes,North America
9b0c21f7-7b27-4ad9-a674-771842c2ca7d,Anthony Humphrey,anthony.humphrey@example.com,Operations,Office Supplies,Taylor and Sons,29.47,USD,2025-11-20,4258,Danny Morgan,Europe
b48c3da9-4092-4313-949a-b61d15af3dfe,Angelica Tucker,angelica.tucker@example.com,Marketing,Office Supplies,"Downs, Morris and Maddox",193.2,USD,2025-11-12,3646,Crystal Robinson,North America
f979709f-3777-4b91-9c2c-5d649c2e3b67,Tricia Valencia,tricia.valencia@example.com,Marketing,Office Supplies,Cooper Ltd,231.68,USD,2025-04-19,4593,John Daniel,Europe
7347bc73-f066-44b5-becc-05ea1e228f0c,Rebecca Henderson,rebecca.henderson@example.com,Engineering,Software,Rowe Group,846.28,USD,2025-05-05,5040,Danny Morgan,Asia Pacific
9bd7b22f-7ced-4cc6-94b9-4a776f986053,Angie Henderson,angie.henderson@example.com,Sales,Office Supplies,Walker Ltd,74.51,USD,2025-11-14,9935,Richard Aguirre,North America
0174175c-9f6c-44b2-af6a-9c587765dbc8,Lisa Jackson,lisa.jackson@example.com,Sales,Travel,"Le, Lewis and Hayes",1969.53,USD,2025-11-29,7227,Danny Morgan,Asia Pacific
d8161b24-2d95-41d8-86a9-ffdd30650a21,Debra Davidson,debra.davidson@example.com,Sales,Travel,Dickson-Brady,2520.33,USD,2025-08-15,2796,Brent Jordan,Europe
166d8a35-26e9-47f6-b709-2d482068cc7e,Michele Williams,michele.williams@example.com,Sales,Office Supplies,"Ramirez, Strickland and Washington",122.95,USD,2025-10-26,8527,John Daniel,North America
bad31f1e-7b7b-4a19-a85d-92f8d31843a9,Connie Lawrence,connie.lawrence@example.com,Engineering,Lodging,"Gallegos, Adams and White",361.59,USD,2025-07-17,9279,Michael Lewis,North America
f9d4d3c8-28da-433f-8ae6-150ecf4b62ec,Joshua Blair,joshua.blair@example.com,Engineering,Travel,Hooper PLC,2853.87,USD,2025-03-19,2290,Jessica Holmes,North America
00fc523c-87b3-4ccb-b692-a00aa0978b92,Connie Lawrence,connie.lawrence@example.com,Engineering,Office Supplies,"Morris, Thompson and Williams",254.9,USD,2025-04-05,9279,Timothy Duncan,North America
35040f0a-c543-4e51-b79d-b13ec0d79b64,Brittany Farmer,brittany.farmer@example.com,Marketing,Lodging,Cordova Group,246.94,USD,2025-02-01,2827,Michael Lewis,Asia Pacific
e0f3d89b-012e-4169-8e91-b30813ec8a3a,Connie Lawrence,connie.lawrence@example.com,Engineering,Software,Hill Ltd,15327.8,USD,2025-02-15,9279,Crystal Robinson,North America
635316fa-c9a2-4129-b4db-f14babb98c68,Gabrielle Davis,gabrielle.davis@example.com,Sales,Client Entertainment,Williams-Williams,795.11,USD,2025-04-01,3615,John Daniel,Latin America
13498346-bf2c-4590-af56-869ad39b3fed,Shane Henderson,shane.henderson@example.com,Marketing,Client Entertainment,Kane-Knox,468.02,USD,2025-08-26,4923,Timothy Duncan,North America
cc0416a5-dde0-4e69-8606-1ebb8c32dc32,Nathan Maldonado,nathan.maldonado@example.com,Operations,Meals,Jackson-Wallace,118.76,USD,2025-09-15,9085,Richard Aguirre,North America
4d3e733e-edbb-49a7-8b52-d554353e7c94,Connie Lawrence,connie.lawrence@example.com,Engineering,Client Entertainment,Miller Ltd,385.06,USD,2025-10-01,9279,Michael Lewis,North America
e28b7fd4-282c-4a37-921c-381aef39372e,Cristian Santos,cristian.santos@example.com,Sales,Travel,Russell Group,2592.94,USD,2025-01-28,2535,Brent Jordan,Europe
f4549904-79eb-4e92-820a-5778a4fa685c,Anthony Humphrey,anthony.humphrey@example.com,Operations,Office Supplies,Moody-Taylor,96.26,USD,2025-01-29,4258,Jessica Holmes,Europe
2b699e4d-97c4-47a1-8079-b041a310491b,Anthony Rodriguez,anthony.rodriguez@example.com,Finance,Meals,Mendez and Sons,54.8,USD,2025-05-18,3340,Jessica Holmes,Asia Pacific
617e4118-205a-4934-91ff-0b2dc47d2dc5,Michele Williams,michele.williams@example.com,Sales,Meals,Zhang PLC,156.37,USD,2025-04-23,8527,Michael Lewis,North America
a7f11f0f-6bb8-4d20-970f-b7450a64ae39,Shane Henderson,shane.henderson@example.com,Marketing,Client Entertainment,"Newton, Moore and Perry",211.35,USD,2025-06-13,4923,Richard Aguirre,North America
7fed8a91-7466-47d0-b5c9-67114f7eeaaa,Debra Davidson,debra.davidson@example.com,Sales,Office Supplies,Li PLC,163.36,USD,2025-10-10,2796,Mark Perez,Europe
17cd3afa-2e4a-4910-973f-d5bea89db306,Sherry Decker,sherry.decker@example.com,Operations,Office Supplies,"Parker, Ortiz and Powell",206.42,USD,2025-12-17,2743,Crystal Robinson,Asia Pacific
809f33f6-4acc-4c99-a862-2812156c481a,Patty Perez,patty.perez@example.com,Marketing,Lodging,"Martinez, Richardson and Curry",131.34,USD,2025-05-18,2169,Timothy Duncan,Europe
78b0fcc9-b2b4-4331-a963-c6d1dd6e6e26,Lisa Hensley,lisa.hensley@example.com,Marketing,Client Entertainment,Li-Thompson,431.84,USD,2025-07-14,6635,Jessica Holmes,Asia Pacific
863a2413-475b-4dd8-ba5d-e71cc669d288,Elizabeth Fowler,elizabeth.fowler@example.com,Sales,Meals,Boone-Simmons,155.64,USD,2025-09-12,9797,Danny Morgan,Asia Pacific
ec278b8c-209d-489e-b506-4805ad36397d,Abigail Shaffer,abigail.shaffer@example.com,Operations,Office Supplies,"Beltran, Lozano and Mcgee",156.11,USD,2025-08-27,4257,Jessica Holmes,Latin America
a72eee1c-888c-4e4d-8cca-402babf5726f,Jamie Arnold,jamie.arnold@example.com,Sales,Lodging,Simon Ltd,326.07,USD,2025-05-28,7224,Danny Morgan,North America
548027b8-d265-45a5-8e16-474f956d1d37,Ryan Munoz,ryan.munoz@example.com,Marketing,Lodging,"Avery, Horton and Fernandez",345.93,USD,2025-01-12,5552,Danny Morgan,Europe
3951ab22-05c6-485c-b7a9-23945b64e687,Sherri Baker,sherri.baker@example.com,Finance,Client Entertainment,"Pierce, Bell and Chavez",95.17,USD,2025-10-15,7252,Danny Morgan,Latin America
076f3f8f-b745-48d7-8ec3-7f46dc8654a0,Sherri Baker,sherri.baker@example.com,Finance,Client Entertainment,Johnston-Odonnell,551.14,USD,2025-05-11,7252,Jessica Holmes,Latin America
98491842-0ec3-4254-91aa-f670c8255dcd,Ethan Adams,ethan.adams@example.com,Operations,Office Supplies,Hines-Berry,200.23,USD,2025-10-18,5010,Richard Aguirre,Europe
92986379-7742-4f74-a73d-8fc1bca761dd,Ethan Adams,ethan.adams@example.com,Operations,Lodging,Gross-Valencia,106.78,USD,2025-01-24,5010,Danny Morgan,Europe
412611cf-912e-46e0-b7f7-4d6dd3639d29,Cassandra Gaines,cassandra.gaines@example.com,Operations,Lodging,Davis Ltd,285.65,USD,2025-02-27,5119,Richard Aguirre,North America
7f67e477-f48b-4a6b-a0ec-41096bd50820,Dylan Miller,dylan.miller@example.com,Finance,Client Entertainment,"Miller, Ramos and Coleman",229.38,USD,2025-11-11,2291,Richard Aguirre,Asia Pacific
2005e346-227a-4388-890a-bba3024d9330,Brian Ramirez,brian.ramirez@example.com,Operations,Lodging,Reynolds Ltd,263.86,USD,2025-06-20,6925,Brent Jordan,Europe
52157bfd-ca61-44b3-b228-ba59fb9e0c96,Anthony Humphrey,anthony.humphrey@example.com,Operations,Travel,"Perez, Hall and Garcia",1995.83,USD,2025-11-30,4258,Jessica Holmes,Europe
c97fb7a4-832b-45e3-bcc0-f84243b16227,Margaret Hawkins DDS,margaret.hawkins.dds@example.com,Marketing,Client Entertainment,"Lee, Tran and Jones",498.44,USD,2025-09-19,6820,Michael Lewis,Europe
620f4582-7624-4412-977e-5935fcea6017,Shane Henderson,shane.henderson@example.com,Marketing,Client Entertainment,"Stuart, Brooks and Vance",468.02,USD,2025-08-25,4923,Michael Lewis,North America
07c665ae-5536-44bb-bf38-5b5ba834f7d3,Judy Baker,judy.baker@example.com,Sales,Meals,"Garcia, Humphrey and Baker",139.26,USD,2025-04-27,4752,Richard Aguirre,North America
452956a5-b7ef-44ff-9fb0-78ce08c711e7,Gabrielle Davis,gabrielle.davis@example.com,Sales,Software,Todd-Pham,675.3,USD,2025-09-28,3615,Mark Perez,Latin America
542649bb-d7fc-4b22-abc6-11614d91fa43,Carla Gray,carla.gray@example.com,Finance,Travel,"Patton, Parsons and Lane",714.24,USD,2025-03-15,6977,Danny Morgan,Europe
6cf0218e-0db4-4fd6-bde4-2ef0394b267f,Daniel Wagner,daniel.wagner@example.com,Operations,Travel,"Morrison, Hebert and Rogers",1367.56,USD,2025-11-22,7912,Danny Morgan,North America
100281fa-65f3-4a7b-8d7b-2e4c808d5e57,Ryan Munoz,ryan.munoz@example.com,Marketing,Office Supplies,"Ferguson, Shaw and Jackson",226.84,USD,2025-08-24,5552,Michael Lewis,Europe
f1aaec0f-8fec-4427-a3ef-759eaf2dcc73,Abigail Shaffer,abigail.shaffer@example.com,Operations,Travel,Peterson-Beard,1764.79,USD,2025-07-02,4257,Richard Aguirre,Latin America
293f67ca-e1da-41e6-b0a1-5ca4681a61b1,Monica Herrera,monica.herrera@example.com,Engineering,Office Supplies,"Sanchez, Wheeler and Harvey",150.84,USD,2025-03-25,6514,Timothy Duncan,North America
4253088f-890e-463d-97ae-9d4cc308d17a,Sherry Decker,sherry.decker@example.com,Operations,Client Entertainment,Arnold and Sons,396.48,USD,2025-01-22,2743,Mark Perez,Asia Pacific
4878b8e9-4f3f-4258-b489-d57d33e251a0,Anthony Humphrey,anthony.humphrey@example.com,Operations,Client Entertainment,Donovan-Perez,742.33,USD,2025-12-11,4258,Shannon Jones,Europe
68c9c98a-5524-49ee-bd16-842c5312153d,Sherry Decker,sherry.decker@example.com,Operations,Travel,Torres and Sons,1449.65,USD,2025-03-04,2743,Timothy Duncan,Asia Pacific
a25b4a52-2abb-4054-ac47-89765d1873f8,Tricia Valencia,tricia.valencia@example.com,Marketing,Client Entertainment,"Ferrell, Jones and Lewis",168.07,USD,2025-07-17,4593,Danny Morgan,Europe
abf5a11a-0a56-43d5-a443-4187a320f312,Sherri Baker,sherri.baker@example.com,Finance,Meals,Sanchez Ltd,198.19,USD,2025-03-29,7252,Shannon Jones,Latin America
6766522b-c3a1-4d23-af70-2094cd92f410,Monica Herrera,monica.herrera@example.com,Engineering,Lodging,Salazar Inc,272.74,USD,2025-04-10,6514,Crystal Robinson,North America
7b077e17-d44c-48f9-8583-a6a1f3a54383,Stephanie Ross,stephanie.ross@example.com,Sales,Client Entertainment,"Owens, Koch and Jimenez",334.46,USD,2025-03-31,4456,Mark Perez,Asia Pacific
0d8c3094-d3a0-48c3-9d9b-ed079582f9e4,Anthony Humphrey,anthony.humphrey@example.com,Operations,Client Entertainment,"Fuller, Ingram and Moss",139.11,USD,2025-02-07,4258,Timothy Duncan,Europe
674e333c-0fba-41fd-86d4-f5c3878d7506,Allison Hill,allison.hill@example.com,Sales,Software,Castaneda-Rodriguez,1590.47,USD,2025-04-03,1409,John Daniel,Asia Pacific
e0410493-b02f-4b3d-af64-5fc20c8ac4b9,Derek Zuniga,derek.zuniga@example.com,Marketing,Travel,"Lopez, Jacobs and Mason",2208.54,USD,2025-01-31,2307,Timothy Duncan,Europe
05b3b897-f39e-4b49-a04f-fd1ccb41062f,Angelica Tucker,angelica.tucker@example.com,Marketing,Office Supplies,"Carlson, Hooper and Wall",30.64,USD,2025-04-01,3646,Shannon Jones,North America
aca89d25-3c88-4aa4-8861-b587a4fc0e18,Holly Wood,holly.wood@example.com,Sales,Software,Vargas Ltd,595.33,USD,2025-08-20,1750,Shannon Jones,Europe
d8290a91-85eb-49a8-8e55-6080b2190ec3,Gabrielle Davis,gabrielle.davis@example.com,Sales,Software,"Young, Contreras and Marshall",637.21,USD,2025-07-11,3615,Crystal Robinson,Latin America
69ff1f00-d766-4a7a-8e13-89b5151e4b6f,Noah Rhodes,noah.rhodes@example.com,Engineering,Software,Ramirez-Bean,1172.8,USD,2025-12-19,4657,Timothy Duncan,Europe
d14b9279-5cbe-47a2-af49-0737fe476e15,Nathan Maldonado,nathan.maldonado@example.com,Operations,Software,Ortiz Ltd,1264.14,USD,2025-07-13,9085,Richard Aguirre,North America
e3ce52ea-e908-4bfd-b168-3976a592f8e6,Derek Zuniga,derek.zuniga@example.com,Marketing,Travel,May-Ross,2903.98,USD,2025-04-19,2307,Michael Lewis,Europe
f0c9efe0-07f5-42ac-b037-51a274c40720,Joshua Blair,joshua.blair@example.com,Engineering,Software,Shaw-Carr,1832.94,USD,2025-05-24,2290,Michael Lewis,North America
5d8e4cfe-46f3-411e-bc31-ce931710ce83,Anthony Humphrey,anthony.humphrey@example.com,Operations,Lodging,"Sanford, Rivera and Garcia",363.25,USD,2025-06-04,4258,Brent Jordan,Europe
66782d3a-7083-4c37-a6b2-911640d93d03,Zachary Hicks,zachary.hicks@example.com,Engineering,Client Entertainment,Jones Inc,123.43,USD,2025-09-11,9179,Brent Jordan,Latin America
3ab8270a-8a71-4366-9d0e-b99f252ac185,Elizabeth Fowler,elizabeth.fowler@example.com,Sales,Lodging,"Richardson, Farmer and Andrews",473.96,USD,2025-05-01,9797,Brent Jordan,Asia Pacific
83dd1868-2585-4236-a82e-131b640cea99,Matthew Foster,matthew.foster@example.com,Operations,Client Entertainment,"Diaz, Anderson and Browning",447.92,USD,2025-06-26,4598,Brent Jordan,Asia Pacific
8fc3a78f-09c3-4d92-9c2c-2498a57beb16,Patty Perez,patty.perez@example.com,Marketing,Software,"Matthews, Saunders and Anderson",1185.8,USD,2025-08-11,2169,Jessica Holmes,Europe
9c0735d9-3f41-4ba2-8470-7e2d3aed7287,Lisa Jackson,lisa.jackson@example.com,Sales,Lodging,"Marks, Miller and Griffin",371.88,USD,2025-07-10,7227,John Daniel,Asia Pacific
0387c2e5-acd8-4ee6-bef1-3664c8e47d11,Matthew Foster,matthew.foster@example.com,Operations,Lodging,"Graham, Olsen and Costa",412.81,USD,2025-09-11,4598,Crystal Robinson,Asia Pacific
